Parent Lineage,Child Lineage,Levenshtein Distance,Fitness Difference
BQ.1.1,BQ.1.1.1,2,0.044414774
BQ.1.1,BQ.1.1.18,1,-0.0011160042
BQ.1.1,BQ.1.1.3,2,-0.026612809
BQ.1.1,BQ.1.1.32,3,0.032544497
BQ.1.1,BQ.1.1.4,1,-0.0074356585
BQ.1.1,BQ.1.1.41,3,0.03556758
BQ.1.1,BQ.1.1.5,1,-0.03444236
BQ.1.1,BQ.1.1.51,1,-0.009263312
BQ.1.1,BQ.1.1.68,1,-0.0047359974
BQ.1.1,BQ.1.1.69,2,-0.009345434
BQ.1.1,BQ.1.1.7,2,0.009635842
