,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Emb_Dist,-0.006218351966866572,0.05196893830820841,-0.11965516651481012,0.9048487211275229,-0.10855194763230148,0.09611524369856835
"Emb_Dist:C(Group, Sum)[S.B.1.617.2_2021-04-28_to_2021-06-27]",0.023431064066191238,0.06782121843039576,0.34548279444785124,0.7300107960459477,-0.11011773200950307,0.15697986014188556
"Emb_Dist:C(Group, Sum)[S.B.1.617.2_2021-06-27_to_2021-08-26]",0.04434833314479187,0.05540722235073398,0.8004070816627823,0.424205724687837,-0.06475569078885254,0.15345235707843627
"Emb_Dist:C(Group, Sum)[S.B.1.617.2_2021-08-26_to_2021-10-25]",-0.014081504199464504,0.054406446490509075,-0.2588205094762245,0.795978517674848,-0.12121487036010208,0.09305186196117306
"Emb_Dist:C(Group, Sum)[S.B.1.617.2_2021-10-25_to_2021-12-24]",0.02002077596290352,0.05437339143767381,0.36820907126701097,0.7130169483739189,-0.08704750050143348,0.12708905242724053
"Emb_Dist:C(Group, Sum)[S.B.1.617.2_2021-12-24_to_2022-02-22]",0.0045904142163063644,0.06643590571256584,0.06909538098519703,0.9449668077666906,-0.12623052102267346,0.1354113494552862
"Emb_Dist:C(Group, Sum)[S.B.1_2020-05-03_to_2020-07-02]",-0.8085568525988664,0.24271664706373275,-3.3312789311338618,0.000989927046043886,-1.2864974846468944,-0.33061622055083856
"Emb_Dist:C(Group, Sum)[S.B.1_2020-07-02_to_2020-08-31]",0.08626135049940536,0.11547512031086889,0.7470124323506435,0.4557310537537893,-0.14112417354628087,0.3136468745450916
"Emb_Dist:C(Group, Sum)[S.B.1_2020-08-31_to_2020-10-30]",0.08277604980817337,0.12859789156678667,0.6436812361358509,0.5203495193889467,-0.1704499168447649,0.33600201646111166
"Emb_Dist:C(Group, Sum)[S.B.1_2020-10-30_to_2020-12-29]",0.05462762317688554,0.0676047936966545,0.8080436340358044,0.4198041489405909,-0.07849500446212973,0.18775025081590083
"Emb_Dist:C(Group, Sum)[S.B.1_2020-12-29_to_2021-02-27]",0.14766853499730298,0.06462625571082609,2.2849619457771833,0.023120808192374415,0.020411035872328565,0.2749260341222774
"Emb_Dist:C(Group, Sum)[S.B.1_2021-02-27_to_2021-04-28]",0.18427629647846927,0.0603680461718805,3.0525469708560053,0.002504342466714273,0.06540376551722447,0.30314882743971405
"Emb_Dist:C(Group, Sum)[S.BA.1_2021-10-25_to_2021-12-24]",1.542767716944891,0.44582844552558965,3.460451508710068,0.0006301464928771818,0.6648735485093016,2.4206618853804804
"Emb_Dist:C(Group, Sum)[S.BA.2_2022-02-22_to_2022-04-23]",-1.0267420293313003,0.3932745791738482,-2.6107510724140295,0.009558859588419268,-1.8011508027411276,-0.25233325592147315
"Emb_Dist:C(Group, Sum)[S.BA.2_2022-04-23_to_2022-06-22]",-0.11068713179640942,0.3626548974539025,-0.3052133931556212,0.7604478284244792,-0.8248017712381714,0.6034275076453526
"Emb_Dist:C(Group, Sum)[S.BA.5.1_2022-08-21_to_2022-10-20]",-0.21408775521439793,0.17088566643688669,-1.2528128290588205,0.21139942072645795,-0.5505838481393643,0.12240833771056847
"Emb_Dist:C(Group, Sum)[S.BA.5.2.1_2022-04-23_to_2022-06-22]",0.07061247044779352,0.34854566047516666,0.20259173604838082,0.8396125911668082,-0.6157192471346297,0.7569441880302167
"Emb_Dist:C(Group, Sum)[S.BA.5.2.1_2022-06-22_to_2022-08-21]",0.07115036595286217,0.16630226977759713,0.42783761188596214,0.6691235079542398,-0.25632042309299924,0.3986211549987236
"Emb_Dist:C(Group, Sum)[S.BA.5.2.1_2022-08-21_to_2022-10-20]",-0.21740372265803667,0.1967578656252115,-1.1049302754287436,0.2702112465595683,-0.6048455392576282,0.17003809394155486
"Emb_Dist:C(Group, Sum)[S.BA.5.2.1_2022-10-20_to_2022-12-19]",-0.2909804935435282,0.22696369291153873,-1.2820574507348212,0.2009644775077648,-0.7379015109289233,0.15594052384186702
"Emb_Dist:C(Group, Sum)[S.BA.5.2_2022-08-21_to_2022-10-20]",-0.04717884845970434,0.12419871141682913,-0.3798658449954862,0.7043551054302315,-0.2917422574891774,0.19738456056976877
"Emb_Dist:C(Group, Sum)[S.BA.5.2_2022-10-20_to_2022-12-19]",0.16828618589105182,0.137427840725231,1.2245421670236238,0.2218561064614039,-0.10232709857791866,0.4388994703600223
"Emb_Dist:C(Group, Sum)[S.BQ.1.1_2022-10-20_to_2022-12-19]",0.24439775916621018,0.20283999914035317,1.2048795119403521,0.2293453729466928,-0.15502056902248554,0.6438160873549059
"Emb_Dist:C(Group, Sum)[S.BQ.1.1_2022-12-19_to_2023-02-17]",0.07070707895346347,0.1297646088429673,0.5448872353095024,0.5862981423588887,-0.18481630569344004,0.32623046360036695
"Emb_Dist:C(Group, Sum)[S.BQ.1_2022-10-20_to_2022-12-19]",-0.08903964482785502,0.30708707350277076,-0.28994917894859434,0.7720862211282072,-0.6937340149060418,0.5156547252503318
"Emb_Dist:C(Group, Sum)[S.BQ.1_2022-12-19_to_2023-02-17]",-0.03236403075895698,0.14722449866100704,-0.2198277532156998,0.8261777983784427,-0.32226820830191455,0.25754014678400056
"Emb_Dist:C(Group, Sum)[S.EG.5.1_2023-08-16_to_2023-10-15]",0.28448712325883896,0.5195062933656508,0.5476105427246571,0.5844291262915435,-0.7384883059415749,1.3074625524592527
"Emb_Dist:C(Group, Sum)[S.XBB.1.5_2022-12-19_to_2023-02-17]",-0.20034842960354834,0.8764744748496934,-0.2285844429615661,0.8193716008396633,-1.9262406152088891,1.5255437560017926
"Emb_Dist:C(Group, Sum)[S.XBB.1.5_2023-02-17_to_2023-04-18]",-0.04001101993004724,0.18064829692049328,-0.22148573007392838,0.8248880991220316,-0.395731001451996,0.31570896159190154
